sex,age,Age_class,race_class,juv_fel_count,decile_score,juv_misd_count,juv_other_count,priors_count,c_charge_degree,decile_score,score_text,v_decile_score,v_score_text,priors_count,start,end,Reoffending_Likelihood
Male,21,Young,Other,0,5,1,0,3,F,5,Medium,6,Medium,3,0,501,1
Female,36,Adult,Other,0,7,0,0,0,F,7,Medium,5,Medium,0,11,1061,1
Female,25,Young,White,0,4,0,0,2,M,4,Low,4,Low,2,0,54,2
Female,23,Young,Other,0,3,0,0,1,M,3,Low,4,Low,1,0,824,1
Male,28,Adult,White,0,5,0,0,1,F,5,Medium,3,Low,1,0,135,1
Female,21,Young,Other,0,8,0,0,0,F,8,High,7,Medium,0,0,271,2
Male,36,Adult,White,0,3,0,0,0,M,3,Low,3,Low,0,0,830,1
Male,24,Young,Other,0,3,0,0,0,F,3,Low,4,Low,0,0,750,1
Male,28,Adult,Other,0,6,0,0,3,F,6,Medium,4,Low,3,0,206,2
Male,30,Adult,Other,0,2,0,0,1,F,2,Low,2,Low,1,0,138,2
Male,29,Adult,Other,0,1,0,0,0,F,1,Low,2,Low,0,0,761,1
Female,30,Adult,White,0,6,0,0,0,M,6,Medium,2,Low,0,4,1106,1
Male,51,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,826,1
Male,33,Adult,Other,0,1,0,0,3,F,1,Low,1,Low,3,0,848,1
Female,25,Young,Other,0,6,0,0,2,F,6,Medium,5,Medium,2,0,538,1
Male,32,Adult,Other,0,9,1,0,12,F,9,High,7,Medium,12,1,361,2
Male,23,Young,Other,0,6,0,1,1,F,6,Medium,5,Medium,1,1,791,1
Male,47,Adult,Other,0,3,0,0,3,F,3,Low,2,Low,3,0,96,1
Female,32,Adult,Other,0,3,0,0,1,F,3,Low,3,Low,1,0,302,2
Male,37,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,18,412,1
Male,19,Young,Other,0,10,2,0,2,F,10,High,9,High,2,0,83,2
Male,27,Adult,Other,0,8,0,0,0,M,8,High,6,Medium,0,1,790,1
Male,39,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,856,1
Female,21,Young,White,0,6,0,2,0,F,6,Medium,8,High,0,0,1135,1
Male,69,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,1156,1
Male,21,Young,White,0,6,0,0,2,F,6,Medium,6,Medium,2,1,577,1
Male,26,Adult,Other,0,10,0,1,6,M,10,High,10,High,6,4,221,2
Male,22,Young,White,0,4,0,0,0,F,4,Low,5,Medium,0,0,844,1
Female,23,Young,Other,0,5,0,0,0,F,5,Medium,5,Medium,0,0,384,2
Male,49,Adult,Other,0,5,0,0,3,F,5,Medium,4,Low,3,4,689,1
Male,29,Adult,Other,0,4,0,1,2,M,4,Low,3,Low,2,50,786,1
Female,60,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,900,1
Female,26,Adult,Other,0,10,0,0,0,M,10,High,10,High,0,0,53,1
Male,23,Young,Other,2,10,0,0,3,F,10,High,10,High,3,0,235,2
Male,34,Adult,Other,0,5,0,0,2,M,5,Medium,2,Low,2,0,47,2
Female,20,Young,Other,1,4,0,0,1,F,4,Low,7,Medium,1,0,596,1
Male,36,Adult,Other,0,3,0,0,1,F,3,Low,2,Low,1,95,160,1
Male,30,Adult,White,0,4,0,0,0,F,4,Low,3,Low,0,2,1063,1
Male,21,Young,Other,0,3,1,0,1,F,3,Low,6,Medium,1,0,947,1
Male,22,Young,White,0,6,0,0,2,M,6,Medium,5,Medium,2,0,158,2
Male,57,Adult,Other,0,8,0,0,18,F,8,High,7,Medium,18,0,1059,1
Male,21,Young,Other,0,9,0,0,4,F,9,High,6,Medium,4,219,273,2
Male,21,Young,Other,0,5,0,0,0,F,5,Medium,6,Medium,0,11,119,2
Male,34,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,787,1
Female,50,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,85,2
Male,40,Adult,White,0,7,0,0,0,F,7,Medium,9,High,0,7,32,2
Male,25,Young,Other,0,8,0,0,7,F,8,High,7,Medium,7,126,239,2
Female,53,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,831,1
Female,24,Young,Other,0,4,0,0,0,F,4,Low,4,Low,0,0,839,1
Male,42,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,1024,1
Male,28,Adult,Other,0,3,0,0,1,M,3,Low,3,Low,1,1,1094,1
Male,24,Young,White,0,4,0,0,1,M,4,Low,4,Low,1,0,763,1
Male,26,Adult,Other,1,8,1,0,6,F,8,High,3,Low,6,0,202,2
Male,22,Young,Other,0,9,0,0,4,F,9,High,9,High,4,574,714,2
Male,21,Young,White,0,7,0,0,3,M,7,Medium,8,High,3,0,963,1
Male,37,Adult,Other,0,9,0,0,23,F,9,High,4,Low,23,16,23,2
Male,35,Adult,Other,0,5,0,0,2,F,5,Medium,5,Medium,2,4,1051,1
Male,53,Adult,Other,0,1,0,0,2,F,1,Low,1,Low,2,0,968,1
Male,60,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,780,1
Male,29,Adult,Other,0,4,0,0,7,F,4,Low,3,Low,7,0,773,1
Male,48,Adult,White,1,8,0,0,23,F,8,High,5,Medium,23,640,687,2
Female,52,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,1103,1
Male,27,Adult,Other,0,8,0,0,12,F,8,High,5,Medium,12,31,341,2
Male,28,Adult,Other,0,9,0,0,5,F,9,High,6,Medium,5,51,951,1
Male,33,Adult,White,0,3,0,0,3,M,3,Low,1,Low,3,0,831,1
Female,28,Adult,Other,0,2,0,0,0,F,2,Low,2,Low,0,1,1092,1
Male,47,Adult,White,0,10,0,0,5,F,10,High,6,Medium,5,0,363,2
Male,36,Adult,Other,0,7,0,0,14,F,7,Medium,3,Low,14,0,19,2
Male,29,Adult,Other,1,5,0,0,2,F,5,Medium,5,Medium,2,1,1092,1
Male,22,Young,Other,0,9,0,1,0,M,9,High,7,Medium,0,21,363,2
Male,26,Adult,Other,0,7,0,2,6,F,7,Medium,7,Medium,6,0,272,1
Male,25,Young,White,0,2,0,0,0,F,2,Low,3,Low,0,0,1101,1
Male,68,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,0,906,1
Male,56,Adult,Other,0,3,0,0,5,F,3,Low,3,Low,5,11,158,1
Male,27,Adult,Other,0,8,0,0,9,F,8,High,8,High,9,51,55,2
Male,52,Adult,White,0,1,0,0,4,F,1,Low,1,Low,4,6,233,2
Male,32,Adult,Other,0,2,0,0,3,F,2,Low,2,Low,3,1,494,1
Male,60,Adult,Other,0,1,0,0,4,F,1,Low,1,Low,4,0,408,1
Male,23,Young,Other,0,3,0,0,1,M,3,Low,4,Low,1,0,1068,1
Female,39,Adult,White,0,6,0,0,0,M,6,Medium,2,Low,0,0,1016,1
Male,56,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,895,1
Female,22,Young,Other,0,7,0,0,0,F,7,Medium,8,High,0,0,951,1
Female,27,Adult,Other,0,2,0,0,1,F,2,Low,2,Low,1,0,511,2
Male,53,Adult,Other,0,6,0,0,11,F,6,Medium,3,Low,11,109,1078,1
Male,25,Young,White,0,2,0,0,0,M,2,Low,3,Low,0,0,152,2
Male,21,Young,Other,0,3,0,0,0,M,3,Low,6,Medium,0,0,886,1
Male,22,Young,White,0,3,0,0,0,F,3,Low,5,Medium,0,1,782,1
Female,58,Adult,White,0,1,0,0,2,M,1,Low,1,Low,2,0,183,1
Male,31,Adult,Other,0,3,0,0,7,M,3,Low,2,Low,7,1,225,2
Male,22,Young,White,0,5,0,0,1,F,5,Medium,5,Medium,1,0,129,2
Male,28,Adult,Other,0,6,0,0,8,F,6,Medium,6,Medium,8,2,6,2
Male,42,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,1,929,1
Male,20,Young,Other,0,7,0,0,0,F,7,Medium,8,High,0,1,55,2
Male,29,Adult,White,0,6,0,0,0,M,6,Medium,4,Low,0,5,391,2
Male,29,Adult,Other,0,10,0,0,8,F,10,High,9,High,8,0,178,1
Male,58,Adult,Other,0,7,0,0,21,M,7,Medium,4,Low,21,58,76,2
Male,22,Young,Other,0,7,0,0,3,F,7,Medium,6,Medium,3,105,420,1
Male,48,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,1,135,2
Male,37,Adult,White,0,4,0,0,0,F,4,Low,3,Low,0,0,1169,1
Male,57,Adult,Other,0,5,0,0,1,F,5,Medium,6,Medium,1,25,59,2
Male,27,Adult,White,0,1,0,0,3,M,1,Low,1,Low,3,0,956,1
Male,26,Adult,Other,0,4,0,0,3,F,4,Low,3,Low,3,33,88,1
Male,24,Young,White,0,8,1,1,3,F,8,High,5,Medium,3,0,245,2
Male,33,Adult,White,0,1,0,0,0,F,1,Low,2,Low,0,0,844,1
Male,29,Adult,Other,0,6,0,0,2,F,6,Medium,3,Low,2,0,1180,1
Female,24,Young,Other,0,10,0,0,3,F,10,High,9,High,3,0,54,2
Male,19,Young,White,0,10,0,1,1,F,10,High,8,High,1,31,111,2
Male,36,Adult,White,0,1,0,0,2,M,1,Low,1,Low,2,0,899,1
Female,24,Young,White,0,5,0,0,0,F,5,Medium,5,Medium,0,0,1071,1
Male,34,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,1054,1
Male,25,Young,Other,0,5,0,0,2,F,5,Medium,3,Low,2,0,87,2
Male,20,Young,Other,1,10,0,1,1,F,10,High,8,High,1,0,239,2
Male,28,Adult,Other,0,5,0,0,2,M,5,Medium,3,Low,2,0,445,2
Male,24,Young,Other,0,2,0,0,1,M,2,Low,4,Low,1,1,267,2
Male,61,Adult,White,0,1,0,0,4,F,1,Low,1,Low,4,1,1165,1
Female,50,Adult,Other,0,2,0,0,3,F,2,Low,1,Low,3,0,758,1
Male,30,Adult,Other,0,1,0,0,1,M,1,Low,2,Low,1,4,1109,1
Male,38,Adult,Other,0,3,0,0,5,F,3,Low,2,Low,5,0,853,1
Male,24,Young,White,0,1,0,0,0,M,1,Low,2,Low,0,0,840,1
Male,45,Adult,Other,0,2,0,0,16,F,2,Low,1,Low,16,0,912,1
Female,46,Adult,Other,0,10,0,0,2,F,10,High,8,High,2,9,141,2
Male,41,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,3,142,2
Male,20,Young,Other,0,8,0,1,0,F,8,High,6,Medium,0,21,141,2
Male,27,Adult,Other,0,8,0,0,13,M,8,High,9,High,13,0,719,2
Female,51,Adult,Other,0,8,0,0,16,F,8,High,1,Low,16,0,968,1
Male,26,Adult,Other,0,6,0,0,1,M,6,Medium,3,Low,1,0,2,2
Male,29,Adult,Other,0,5,0,0,3,F,5,Medium,3,Low,3,1,118,2
Male,52,Adult,White,0,5,0,0,6,F,5,Medium,3,Low,6,1,162,2
Male,28,Adult,White,0,4,0,0,1,F,4,Low,3,Low,1,4,157,2
Female,34,Adult,Other,0,7,0,0,4,F,7,Medium,3,Low,4,0,184,2
Male,55,Adult,Other,0,3,0,0,5,F,3,Low,1,Low,5,0,7,2
Male,26,Adult,Other,1,9,1,0,10,F,9,High,6,Medium,10,0,462,2
Male,28,Adult,Other,0,10,0,0,5,F,10,High,10,High,5,0,933,1
Male,63,Adult,White,0,1,0,0,2,F,1,Low,1,Low,2,0,195,1
Male,42,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,1,1080,1
Male,23,Young,Other,1,6,2,2,6,F,6,Medium,6,Medium,6,0,166,1
Male,54,Adult,Other,0,9,0,0,28,F,9,High,5,Medium,28,5,55,2
Male,35,Adult,Other,0,7,0,1,8,F,7,Medium,4,Low,8,9,14,2
Female,24,Young,Other,1,9,0,0,6,F,9,High,9,High,6,25,145,2
Male,54,Adult,Other,0,1,0,0,2,M,1,Low,1,Low,2,0,806,1
Male,58,Adult,Other,0,6,0,0,12,M,6,Medium,3,Low,12,3,49,2
Male,23,Young,White,0,5,0,1,1,M,5,Medium,5,Medium,1,0,149,2
Male,35,Adult,Other,0,2,0,0,1,M,2,Low,2,Low,1,0,753,1
Male,20,Young,Other,0,10,0,0,1,F,10,High,10,High,1,2,80,2
Male,51,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,35,1152,1
Male,24,Young,Other,0,10,0,0,0,F,10,High,7,Medium,0,1,1070,1
Male,37,Adult,White,0,2,0,0,3,F,2,Low,1,Low,3,0,1037,1
Male,47,Adult,White,0,1,0,0,3,F,1,Low,1,Low,3,0,765,1
Male,34,Adult,White,0,6,0,0,4,F,6,Medium,2,Low,4,0,42,2
Male,56,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,941,1
Male,34,Adult,Other,0,1,0,0,4,F,1,Low,1,Low,4,31,164,2
Male,59,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,28,2
Male,35,Adult,Other,0,6,0,0,0,F,6,Medium,4,Low,0,100,1051,1
Male,58,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,1149,1
Male,29,Adult,Other,0,4,0,0,2,M,4,Low,2,Low,2,0,1150,1
Female,24,Young,White,0,9,0,1,6,F,9,High,4,Low,6,3,654,2
Male,21,Young,White,0,9,0,4,2,M,9,High,9,High,2,8,37,2
Male,26,Adult,Other,0,9,0,0,2,M,9,High,6,Medium,2,0,1087,1
Male,50,Adult,Other,0,7,0,0,5,F,7,Medium,5,Medium,5,11,70,2
Male,26,Adult,Other,0,2,0,0,1,F,2,Low,3,Low,1,0,1143,1
Female,30,Adult,White,0,2,0,0,0,M,2,Low,2,Low,0,0,938,1
Male,29,Adult,White,0,9,0,0,6,F,9,High,8,High,6,0,148,2
Male,29,Adult,White,0,4,0,0,0,M,4,Low,4,Low,0,1,66,2
Male,54,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,0,1138,1
Male,29,Adult,Other,0,4,0,0,4,F,4,Low,4,Low,4,7,50,2
Female,59,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,903,1
Male,38,Adult,Other,0,5,0,0,0,F,5,Medium,1,Low,0,1,1101,1
Female,22,Young,Other,0,5,0,0,2,F,5,Medium,4,Low,2,0,49,2
Male,29,Adult,Other,0,7,0,0,4,F,7,Medium,6,Medium,4,0,133,2
Male,27,Adult,White,0,3,0,0,1,M,3,Low,3,Low,1,0,356,2
Male,26,Adult,Other,0,5,0,0,7,F,5,Medium,5,Medium,7,0,144,2
Male,52,Adult,Other,0,3,0,0,20,F,3,Low,1,Low,20,27,104,1
Male,66,Adult,Other,0,6,0,0,33,F,6,Medium,2,Low,33,14,383,2
Male,27,Adult,White,0,5,0,0,2,F,5,Medium,4,Low,2,0,1119,1
Male,51,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,508,1
Male,35,Adult,White,0,2,0,0,1,F,2,Low,3,Low,1,74,911,1
Male,26,Adult,Other,0,7,0,0,1,F,7,Medium,4,Low,1,0,963,1
Male,52,Adult,White,0,3,0,0,4,M,3,Low,2,Low,4,0,788,1
Female,35,Adult,Other,0,2,0,0,12,M,2,Low,1,Low,12,0,61,1
Male,48,Adult,Other,0,5,0,0,12,F,5,Medium,4,Low,12,1,1112,1
Female,26,Adult,Other,0,2,0,0,0,M,2,Low,2,Low,0,0,887,1
Female,48,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,1,808,1
Male,30,Adult,Other,0,4,0,0,7,M,4,Low,5,Medium,7,37,948,1
Male,28,Adult,Other,0,1,0,0,2,M,1,Low,2,Low,2,1,880,1
Male,33,Adult,Other,0,3,0,0,2,M,3,Low,3,Low,2,0,76,1
Female,34,Adult,Other,0,4,0,0,6,F,4,Low,2,Low,6,51,803,1
Male,25,Young,Other,0,1,0,0,0,M,1,Low,2,Low,0,0,833,1
Male,59,Adult,Other,0,7,0,0,10,F,7,Medium,4,Low,10,126,426,2
Male,29,Adult,Other,0,5,0,0,5,F,5,Medium,3,Low,5,1,21,2
Male,24,Young,White,0,2,0,0,0,F,2,Low,3,Low,0,1,638,1
Male,48,Adult,White,0,7,0,0,1,F,7,Medium,4,Low,1,128,299,2
Male,55,Adult,Other,0,8,0,0,0,M,8,High,4,Low,0,0,61,2
Male,52,Adult,Other,0,5,0,0,4,M,5,Medium,3,Low,4,1,801,1
Male,20,Young,Other,0,4,0,0,0,F,4,Low,6,Medium,0,0,233,2
Male,25,Young,White,0,4,0,0,4,F,4,Low,3,Low,4,0,173,2
Male,24,Young,White,0,2,0,0,0,F,2,Low,3,Low,0,14,1185,1
Male,23,Young,White,0,9,0,0,0,M,9,High,6,Medium,0,0,1103,1
Male,27,Adult,White,0,4,1,3,6,F,4,Low,3,Low,6,0,811,1
Male,25,Young,Other,0,3,1,0,1,M,3,Low,3,Low,1,0,224,2
Male,31,Adult,Other,0,2,0,0,0,F,2,Low,1,Low,0,0,958,1
Male,25,Young,Other,0,4,1,0,6,F,4,Low,5,Medium,6,3,208,2
Male,32,Adult,White,0,1,0,0,1,F,1,Low,2,Low,1,0,565,2
Male,21,Young,White,0,3,0,0,0,F,3,Low,5,Medium,0,0,295,2
Male,37,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,4,1135,1
Male,25,Young,White,0,3,0,0,0,F,3,Low,4,Low,0,0,66,1
Male,32,Adult,Other,1,10,1,0,20,F,10,High,7,Medium,20,1,1186,1
Male,35,Adult,Other,0,7,0,0,0,F,7,Medium,2,Low,0,1,1072,1
Male,42,Adult,Other,0,7,0,0,14,F,7,Medium,6,Medium,14,1,41,2
Male,24,Young,White,0,10,0,1,9,M,10,High,8,High,9,0,37,2
Male,22,Young,White,1,10,0,4,6,F,10,High,10,High,6,0,136,2
Male,21,Young,Other,0,6,0,0,0,F,6,Medium,9,High,0,0,116,2
Male,47,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,1108,1
Male,27,Adult,Other,0,9,0,0,5,F,9,High,7,Medium,5,0,484,2
Male,43,Adult,Other,0,1,0,0,2,M,1,Low,1,Low,2,0,1,2
Male,46,Adult,White,0,6,0,0,2,F,6,Medium,1,Low,2,0,279,2
Male,44,Adult,Other,0,3,0,0,1,M,3,Low,1,Low,1,0,1158,1
Male,27,Adult,Other,0,5,0,0,0,F,5,Medium,5,Medium,0,0,1080,1
Male,23,Young,White,0,2,0,0,2,F,2,Low,3,Low,2,0,840,1
Female,50,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,1143,1
Male,42,Adult,Other,0,5,0,0,8,F,5,Medium,2,Low,8,1,911,1
Male,58,Adult,Other,0,6,0,0,6,F,6,Medium,3,Low,6,143,511,1
Male,26,Adult,Other,0,6,0,1,3,F,6,Medium,4,Low,3,1,895,1
Female,48,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,16,1152,1
Male,39,Adult,Other,0,3,0,0,3,F,3,Low,2,Low,3,2,206,2
Male,21,Young,Other,0,5,2,0,3,F,5,Medium,6,Medium,3,0,436,2
Male,63,Adult,White,0,1,0,0,1,M,1,Low,1,Low,1,0,791,1
Male,22,Young,Other,0,7,1,0,3,F,7,Medium,7,Medium,3,0,532,2
Male,50,Adult,Other,0,3,0,0,3,M,3,Low,2,Low,3,0,1153,1
Male,38,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,9,1040,1
Male,41,Adult,White,0,6,0,0,1,F,6,Medium,4,Low,1,0,36,1
Male,28,Adult,Other,8,8,0,1,16,F,8,High,9,High,16,0,436,2
Female,30,Adult,Other,0,3,0,0,0,M,3,Low,3,Low,0,1,877,1
Male,23,Young,Other,0,5,0,0,1,F,5,Medium,7,Medium,1,0,302,1
Male,25,Young,White,0,4,0,0,2,F,4,Low,3,Low,2,0,180,2
Male,40,Adult,White,0,4,0,0,5,F,4,Low,1,Low,5,0,752,1
Male,24,Young,Other,0,8,0,0,8,F,8,High,4,Low,8,0,1072,1
Male,27,Adult,Other,0,4,0,0,5,M,4,Low,9,High,5,64,310,2
Male,44,Adult,White,0,3,0,0,11,M,3,Low,6,Medium,11,180,937,1
Female,35,Adult,Other,0,2,0,0,6,F,2,Low,1,Low,6,0,576,2
Male,42,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,1150,1
Male,38,Adult,Other,0,7,0,0,15,F,7,Medium,5,Medium,15,0,770,1
Male,26,Adult,Other,0,6,0,0,4,F,6,Medium,6,Medium,4,0,1122,1
Female,25,Young,Other,0,3,0,0,0,M,3,Low,3,Low,0,0,1039,1
Male,24,Young,White,0,4,0,0,1,F,4,Low,6,Medium,1,0,1050,1
Male,64,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,962,1
Female,49,Adult,White,0,1,0,0,2,M,1,Low,1,Low,2,0,138,2
Male,50,Adult,White,0,1,0,0,5,F,1,Low,1,Low,5,0,6,2
Male,28,Adult,White,0,6,0,0,8,F,6,Medium,8,High,8,0,162,2
Male,66,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,1,717,2
Female,46,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,954,1
Male,30,Adult,Other,0,6,0,1,5,F,6,Medium,6,Medium,5,0,172,2
Female,22,Young,White,0,3,0,0,0,M,3,Low,4,Low,0,0,800,1
Male,23,Young,White,0,4,0,0,1,M,4,Low,6,Medium,1,9,1049,1
Male,30,Adult,Other,0,6,0,0,0,M,6,Medium,5,Medium,0,0,182,2
Male,24,Young,Other,1,10,0,0,10,F,10,High,5,Medium,10,0,75,2
Male,31,Adult,Other,0,1,0,0,0,M,1,Low,2,Low,0,0,1131,1
Male,31,Adult,Other,0,2,0,0,1,F,2,Low,2,Low,1,0,608,1
Male,21,Young,Other,4,7,0,0,4,F,7,Medium,8,High,4,0,622,2
Male,28,Adult,Other,0,8,0,0,4,F,8,High,7,Medium,4,0,747,1
Male,25,Young,Other,0,3,0,0,0,M,3,Low,4,Low,0,0,892,1
Female,21,Young,White,0,7,0,0,0,F,7,Medium,5,Medium,0,1,879,1
Male,27,Adult,Other,0,2,0,0,0,M,2,Low,3,Low,0,0,1174,1
Male,20,Young,Other,0,2,0,0,0,M,2,Low,5,Medium,0,0,200,2
Male,32,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,983,1
Female,24,Young,White,0,5,0,1,0,F,5,Medium,5,Medium,0,1,922,1
Male,20,Young,Other,1,3,0,0,1,F,3,Low,6,Medium,1,0,793,1
Male,31,Adult,Other,0,8,0,0,3,M,8,High,3,Low,3,0,643,2
Male,27,Adult,Other,0,7,0,0,3,M,7,Medium,8,High,3,5,186,2
Male,59,Adult,Other,0,5,0,0,17,F,5,Medium,2,Low,17,0,159,2
Male,40,Adult,Other,0,2,0,0,0,F,2,Low,1,Low,0,0,1169,1
Male,22,Young,Other,0,10,0,0,11,F,10,High,8,High,11,0,30,2
Female,38,Adult,Other,0,1,0,0,1,F,1,Low,1,Low,1,0,1081,1
Male,36,Adult,Other,0,10,0,0,1,M,10,High,9,High,1,32,318,2
Male,30,Adult,Other,0,7,0,0,1,M,7,Medium,4,Low,1,1,56,1
Male,27,Adult,White,0,6,0,0,6,F,6,Medium,4,Low,6,33,424,2
Male,43,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,877,1
Female,59,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,905,1
Male,37,Adult,White,0,1,0,0,2,M,1,Low,1,Low,2,0,1079,1
Male,28,Adult,Other,0,7,0,0,5,M,7,Medium,7,Medium,5,1,33,2
Male,38,Adult,White,0,1,0,0,0,F,1,Low,1,Low,0,0,938,1
Male,22,Young,Other,0,8,0,1,0,F,8,High,6,Medium,0,0,222,2
Male,43,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,928,1
Male,25,Young,Other,0,5,0,0,4,F,5,Medium,4,Low,4,31,63,2
Male,51,Adult,White,0,1,0,0,0,M,1,Low,1,Low,0,0,852,1
Male,30,Adult,Other,0,5,0,0,6,F,5,Medium,3,Low,6,0,202,2
Male,29,Adult,White,0,2,0,0,2,M,2,Low,2,Low,2,0,29,2
Male,28,Adult,Other,0,3,0,0,10,F,3,Low,2,Low,10,0,69,1
Male,26,Adult,Other,0,8,0,0,6,M,8,High,8,High,6,0,896,1
Male,55,Adult,Other,0,3,0,0,9,M,3,Low,1,Low,9,4,299,2
Female,23,Young,White,0,10,0,0,3,F,10,High,9,High,3,5,38,1
Female,22,Young,Other,0,5,0,0,0,M,5,Medium,6,Medium,0,7,1167,1
Female,19,Young,White,0,10,0,0,2,F,10,High,7,Medium,2,20,26,2
Male,31,Adult,Other,0,1,0,0,1,M,1,Low,1,Low,1,0,913,1
Male,29,Adult,Other,0,1,0,0,0,M,1,Low,1,Low,0,1,753,1
Male,61,Adult,Other,0,6,0,0,15,F,6,Medium,3,Low,15,0,64,2
Male,24,Young,Other,0,10,0,0,4,F,10,High,9,High,4,0,370,2
Male,31,Adult,Other,0,2,0,0,0,M,2,Low,2,Low,0,0,552,1
Male,20,Young,Other,0,9,1,1,4,F,9,High,6,Medium,4,1,42,2
Male,26,Adult,White,0,7,0,0,3,F,7,Medium,4,Low,3,0,272,2
Male,27,Adult,White,0,9,0,0,5,M,9,High,7,Medium,5,1,951,1
Male,25,Young,White,0,5,0,0,1,F,5,Medium,3,Low,1,0,828,1
Male,23,Young,White,0,5,2,0,3,F,5,Medium,5,Medium,3,8,116,2
Male,38,Adult,Other,0,1,0,0,0,F,1,Low,1,Low,0,1,785,1
Male,27,Adult,Other,0,9,2,1,18,F,9,High,6,Medium,18,0,114,2
Female,35,Adult,White,0,3,0,0,0,F,3,Low,2,Low,0,0,148,2
Male,22,Young,Other,0,9,0,0,0,F,9,High,7,Medium,0,15,1150,1
Female,58,Adult,Other,0,2,0,0,4,F,2,Low,1,Low,4,0,130,2
Female,57,Adult,White,0,4,0,0,0,M,4,Low,1,Low,0,1,234,2
Male,21,Young,Other,0,3,0,1,0,F,3,Low,5,Medium,0,0,764,1
Female,22,Young,Other,0,8,0,0,0,F,8,High,6,Medium,0,0,848,1
Male,30,Adult,Other,0,2,0,0,0,F,2,Low,2,Low,0,2,1172,1
Male,24,Young,White,0,10,0,0,1,F,10,High,9,High,1,0,128,2
Male,22,Young,White,0,4,0,0,2,F,4,Low,6,Medium,2,0,70,2
Male,29,Adult,White,0,4,0,0,3,F,4,Low,2,Low,3,0,333,2
Male,30,Adult,Other,0,8,0,0,8,F,8,High,3,Low,8,1,382,2
Female,31,Adult,Other,0,6,0,0,10,F,6,Medium,2,Low,10,0,1083,1
Female,45,Adult,White,0,6,0,0,1,F,6,Medium,4,Low,1,1,813,1
Male,23,Young,Other,0,7,0,0,4,F,7,Medium,9,High,4,0,320,1
Male,39,Adult,White,0,2,0,0,2,F,2,Low,1,Low,2,0,237,2
Male,31,Adult,Other,0,8,0,0,0,F,8,High,8,High,0,1,88,2
Male,22,Young,Other,0,4,0,0,1,F,4,Low,6,Medium,1,0,418,2
Female,27,Adult,Other,0,2,0,0,9,F,2,Low,2,Low,9,0,255,2
Male,27,Adult,Other,0,7,0,0,13,F,7,Medium,3,Low,13,1,32,2
Male,38,Adult,White,0,1,0,0,1,F,1,Low,1,Low,1,0,272,2
Male,31,Adult,Other,0,10,0,0,23,F,10,High,10,High,23,55,72,2
Male,47,Adult,Other,0,9,0,0,20,F,9,High,5,Medium,20,1,788,1
Male,22,Young,Other,0,7,1,0,3,F,7,Medium,7,Medium,3,0,913,1
Male,35,Adult,Other,0,9,0,1,1,M,9,High,3,Low,1,79,357,2
Male,23,Young,Other,0,6,0,0,2,M,6,Medium,4,Low,2,0,282,2
Male,65,Adult,Other,0,2,0,0,2,M,2,Low,1,Low,2,0,511,2
Male,35,Adult,Other,0,4,0,0,0,M,4,Low,3,Low,0,0,803,1
Female,33,Adult,Other,0,3,0,0,0,F,3,Low,2,Low,0,0,551,1
